id,SatisfactionName,value
104,EnvironmentSatisfaction,3
105,EnvironmentSatisfaction,3
106,EnvironmentSatisfaction,1
107,EnvironmentSatisfaction,3
108,EnvironmentSatisfaction,4
109,EnvironmentSatisfaction,2
110,EnvironmentSatisfaction,1
111,EnvironmentSatisfaction,1
112,EnvironmentSatisfaction,4
113,EnvironmentSatisfaction,2
114,EnvironmentSatisfaction,3
115,EnvironmentSatisfaction,3
116,EnvironmentSatisfaction,3
117,EnvironmentSatisfaction,2
118,EnvironmentSatisfaction,1
119,EnvironmentSatisfaction,3
120,EnvironmentSatisfaction,1
121,EnvironmentSatisfaction,3
122,EnvironmentSatisfaction,2
123,EnvironmentSatisfaction,1
124,EnvironmentSatisfaction,2
125,EnvironmentSatisfaction,3
126,EnvironmentSatisfaction,4
127,EnvironmentSatisfaction,4
128,EnvironmentSatisfaction,3
129,EnvironmentSatisfaction,3
130,EnvironmentSatisfaction,2
131,EnvironmentSatisfaction,3
132,EnvironmentSatisfaction,2
133,EnvironmentSatisfaction,3
134,EnvironmentSatisfaction,3
135,EnvironmentSatisfaction,2
136,EnvironmentSatisfaction,1
137,EnvironmentSatisfaction,4
138,EnvironmentSatisfaction,1
139,EnvironmentSatisfaction,3
140,EnvironmentSatisfaction,1
141,EnvironmentSatisfaction,3
142,EnvironmentSatisfaction,4
143,EnvironmentSatisfaction,1
144,EnvironmentSatisfaction,4
145,EnvironmentSatisfaction,4
146,EnvironmentSatisfaction,2
147,EnvironmentSatisfaction,4
148,EnvironmentSatisfaction,3
149,EnvironmentSatisfaction,2
150,EnvironmentSatisfaction,2
151,EnvironmentSatisfaction,3
152,EnvironmentSatisfaction,2
153,EnvironmentSatisfaction,2
154,EnvironmentSatisfaction,2
155,EnvironmentSatisfaction,4
156,EnvironmentSatisfaction,2
157,EnvironmentSatisfaction,2
158,EnvironmentSatisfaction,3
159,EnvironmentSatisfaction,3
160,EnvironmentSatisfaction,3
161,EnvironmentSatisfaction,4
162,EnvironmentSatisfaction,3
163,EnvironmentSatisfaction,3
164,EnvironmentSatisfaction,3
165,EnvironmentSatisfaction,3
166,EnvironmentSatisfaction,1
167,EnvironmentSatisfaction,2
168,EnvironmentSatisfaction,1
169,EnvironmentSatisfaction,3
170,EnvironmentSatisfaction,3
171,EnvironmentSatisfaction,3
172,EnvironmentSatisfaction,4
173,EnvironmentSatisfaction,3
174,EnvironmentSatisfaction,3
175,EnvironmentSatisfaction,3
176,EnvironmentSatisfaction,3
177,EnvironmentSatisfaction,2
178,EnvironmentSatisfaction,2
179,EnvironmentSatisfaction,3
180,EnvironmentSatisfaction,3
181,EnvironmentSatisfaction,4
182,EnvironmentSatisfaction,2
183,EnvironmentSatisfaction,3
184,EnvironmentSatisfaction,4
185,EnvironmentSatisfaction,4
186,EnvironmentSatisfaction,4
187,EnvironmentSatisfaction,3
188,EnvironmentSatisfaction,4
189,EnvironmentSatisfaction,4
190,EnvironmentSatisfaction,3
191,EnvironmentSatisfaction,4
192,EnvironmentSatisfaction,2
193,EnvironmentSatisfaction,4
194,EnvironmentSatisfaction,1
195,EnvironmentSatisfaction,2
196,EnvironmentSatisfaction,2
197,EnvironmentSatisfaction,3
198,EnvironmentSatisfaction,4
199,EnvironmentSatisfaction,4
200,EnvironmentSatisfaction,3
201,EnvironmentSatisfaction,4
202,EnvironmentSatisfaction,4
203,EnvironmentSatisfaction,3
204,EnvironmentSatisfaction,2
205,EnvironmentSatisfaction,2
206,EnvironmentSatisfaction,4
207,EnvironmentSatisfaction,2
208,EnvironmentSatisfaction,4
209,EnvironmentSatisfaction,4
210,EnvironmentSatisfaction,4
211,EnvironmentSatisfaction,3
212,EnvironmentSatisfaction,4
213,EnvironmentSatisfaction,2
214,EnvironmentSatisfaction,4
215,EnvironmentSatisfaction,4
216,EnvironmentSatisfaction,3
217,EnvironmentSatisfaction,3
218,EnvironmentSatisfaction,4
219,EnvironmentSatisfaction,4
220,EnvironmentSatisfaction,4
221,EnvironmentSatisfaction,3
222,EnvironmentSatisfaction,2
223,EnvironmentSatisfaction,1
224,EnvironmentSatisfaction,3
225,EnvironmentSatisfaction,3
226,EnvironmentSatisfaction,1
227,EnvironmentSatisfaction,2
228,EnvironmentSatisfaction,3
229,EnvironmentSatisfaction,3
230,EnvironmentSatisfaction,3
231,EnvironmentSatisfaction,3
232,EnvironmentSatisfaction,2
233,EnvironmentSatisfaction,4
234,EnvironmentSatisfaction,3
235,EnvironmentSatisfaction,4
236,EnvironmentSatisfaction,1
237,EnvironmentSatisfaction,1
238,EnvironmentSatisfaction,3
239,EnvironmentSatisfaction,4
240,EnvironmentSatisfaction,3
241,EnvironmentSatisfaction,3
242,EnvironmentSatisfaction,3
243,EnvironmentSatisfaction,1
244,EnvironmentSatisfaction,3
245,EnvironmentSatisfaction,2
246,EnvironmentSatisfaction,3
247,EnvironmentSatisfaction,4
248,EnvironmentSatisfaction,3
249,EnvironmentSatisfaction,1
250,EnvironmentSatisfaction,1
251,EnvironmentSatisfaction,3
252,EnvironmentSatisfaction,3
253,EnvironmentSatisfaction,4
254,EnvironmentSatisfaction,4
255,EnvironmentSatisfaction,1
256,EnvironmentSatisfaction,4
257,EnvironmentSatisfaction,1
258,EnvironmentSatisfaction,3
259,EnvironmentSatisfaction,3
260,EnvironmentSatisfaction,2
261,EnvironmentSatisfaction,4
262,EnvironmentSatisfaction,4
263,EnvironmentSatisfaction,3
264,EnvironmentSatisfaction,1
265,EnvironmentSatisfaction,1
266,EnvironmentSatisfaction,2
267,EnvironmentSatisfaction,2
268,EnvironmentSatisfaction,3
269,EnvironmentSatisfaction,4
270,EnvironmentSatisfaction,4
271,EnvironmentSatisfaction,1
272,EnvironmentSatisfaction,4
273,EnvironmentSatisfaction,3
274,EnvironmentSatisfaction,4
275,EnvironmentSatisfaction,1
276,EnvironmentSatisfaction,2
277,EnvironmentSatisfaction,1
278,EnvironmentSatisfaction,3
279,EnvironmentSatisfaction,1
280,EnvironmentSatisfaction,3
281,EnvironmentSatisfaction,2
282,EnvironmentSatisfaction,2
283,EnvironmentSatisfaction,2
284,EnvironmentSatisfaction,1
285,EnvironmentSatisfaction,4
286,EnvironmentSatisfaction,4
287,EnvironmentSatisfaction,4
288,EnvironmentSatisfaction,1
289,EnvironmentSatisfaction,4
290,EnvironmentSatisfaction,3
291,EnvironmentSatisfaction,3
292,EnvironmentSatisfaction,4
293,EnvironmentSatisfaction,4
294,EnvironmentSatisfaction,2
295,EnvironmentSatisfaction,3
296,EnvironmentSatisfaction,3
297,EnvironmentSatisfaction,3
298,EnvironmentSatisfaction,3
299,EnvironmentSatisfaction,4
300,EnvironmentSatisfaction,4
301,EnvironmentSatisfaction,4
302,EnvironmentSatisfaction,2
303,EnvironmentSatisfaction,2
304,EnvironmentSatisfaction,3
305,EnvironmentSatisfaction,2
306,EnvironmentSatisfaction,4
307,EnvironmentSatisfaction,1
308,EnvironmentSatisfaction,4
309,EnvironmentSatisfaction,3
310,EnvironmentSatisfaction,1
311,EnvironmentSatisfaction,1
312,EnvironmentSatisfaction,3
313,EnvironmentSatisfaction,4
314,EnvironmentSatisfaction,3
315,EnvironmentSatisfaction,3
316,EnvironmentSatisfaction,3
317,EnvironmentSatisfaction,3
318,EnvironmentSatisfaction,3
319,EnvironmentSatisfaction,3
320,EnvironmentSatisfaction,4
321,EnvironmentSatisfaction,4
322,EnvironmentSatisfaction,1
323,EnvironmentSatisfaction,1
324,EnvironmentSatisfaction,4
325,EnvironmentSatisfaction,3
326,EnvironmentSatisfaction,3
327,EnvironmentSatisfaction,4
328,EnvironmentSatisfaction,2
329,EnvironmentSatisfaction,4
330,EnvironmentSatisfaction,3
331,EnvironmentSatisfaction,3
332,EnvironmentSatisfaction,4
333,EnvironmentSatisfaction,3
334,EnvironmentSatisfaction,4
335,EnvironmentSatisfaction,2
336,EnvironmentSatisfaction,2
337,EnvironmentSatisfaction,2
338,EnvironmentSatisfaction,4
339,EnvironmentSatisfaction,2
340,EnvironmentSatisfaction,4
341,EnvironmentSatisfaction,3
342,EnvironmentSatisfaction,3
343,EnvironmentSatisfaction,4
344,EnvironmentSatisfaction,3
345,EnvironmentSatisfaction,3
346,EnvironmentSatisfaction,4
347,EnvironmentSatisfaction,2
348,EnvironmentSatisfaction,1
349,EnvironmentSatisfaction,4
350,EnvironmentSatisfaction,3
351,EnvironmentSatisfaction,3
352,EnvironmentSatisfaction,1
353,EnvironmentSatisfaction,3
354,EnvironmentSatisfaction,4
355,EnvironmentSatisfaction,3
356,EnvironmentSatisfaction,1
357,EnvironmentSatisfaction,1
358,EnvironmentSatisfaction,4
359,EnvironmentSatisfaction,1
360,EnvironmentSatisfaction,4
361,EnvironmentSatisfaction,4
362,EnvironmentSatisfaction,1
363,EnvironmentSatisfaction,4
364,EnvironmentSatisfaction,3
365,EnvironmentSatisfaction,3
366,EnvironmentSatisfaction,1
367,EnvironmentSatisfaction,4
368,EnvironmentSatisfaction,3
369,EnvironmentSatisfaction,3
370,EnvironmentSatisfaction,3
371,EnvironmentSatisfaction,4
372,EnvironmentSatisfaction,3
373,EnvironmentSatisfaction,4
374,EnvironmentSatisfaction,2
375,EnvironmentSatisfaction,2
376,EnvironmentSatisfaction,3
377,EnvironmentSatisfaction,4
378,EnvironmentSatisfaction,1
379,EnvironmentSatisfaction,3
380,EnvironmentSatisfaction,4
381,EnvironmentSatisfaction,3
382,EnvironmentSatisfaction,3
383,EnvironmentSatisfaction,1
384,EnvironmentSatisfaction,2
385,EnvironmentSatisfaction,3
386,EnvironmentSatisfaction,4
387,EnvironmentSatisfaction,4
388,EnvironmentSatisfaction,2
389,EnvironmentSatisfaction,3
390,EnvironmentSatisfaction,1
391,EnvironmentSatisfaction,2
392,EnvironmentSatisfaction,1
393,EnvironmentSatisfaction,3
394,EnvironmentSatisfaction,2
395,EnvironmentSatisfaction,4
396,EnvironmentSatisfaction,3
397,EnvironmentSatisfaction,2
398,EnvironmentSatisfaction,2
399,EnvironmentSatisfaction,4
400,EnvironmentSatisfaction,2
401,EnvironmentSatisfaction,3
402,EnvironmentSatisfaction,2
403,EnvironmentSatisfaction,2
404,EnvironmentSatisfaction,3
405,EnvironmentSatisfaction,1
406,EnvironmentSatisfaction,4
407,EnvironmentSatisfaction,1
408,EnvironmentSatisfaction,4
409,EnvironmentSatisfaction,1
410,EnvironmentSatisfaction,3
411,EnvironmentSatisfaction,1
412,EnvironmentSatisfaction,3
413,EnvironmentSatisfaction,4
414,EnvironmentSatisfaction,1
415,EnvironmentSatisfaction,4
416,EnvironmentSatisfaction,4
417,EnvironmentSatisfaction,3
418,EnvironmentSatisfaction,1
419,EnvironmentSatisfaction,3
420,EnvironmentSatisfaction,2
421,EnvironmentSatisfaction,3
422,EnvironmentSatisfaction,1
423,EnvironmentSatisfaction,3
424,EnvironmentSatisfaction,1
425,EnvironmentSatisfaction,2
426,EnvironmentSatisfaction,3
427,EnvironmentSatisfaction,3
428,EnvironmentSatisfaction,1
429,EnvironmentSatisfaction,1
430,EnvironmentSatisfaction,4
431,EnvironmentSatisfaction,3
432,EnvironmentSatisfaction,4
433,EnvironmentSatisfaction,3
434,EnvironmentSatisfaction,3
435,EnvironmentSatisfaction,2
436,EnvironmentSatisfaction,1
437,EnvironmentSatisfaction,4
438,EnvironmentSatisfaction,4
439,EnvironmentSatisfaction,1
440,EnvironmentSatisfaction,2
441,EnvironmentSatisfaction,2
442,EnvironmentSatisfaction,2
443,EnvironmentSatisfaction,3
444,EnvironmentSatisfaction,2
445,EnvironmentSatisfaction,1
446,EnvironmentSatisfaction,4
447,EnvironmentSatisfaction,2
448,EnvironmentSatisfaction,2
449,EnvironmentSatisfaction,3
450,EnvironmentSatisfaction,2
451,EnvironmentSatisfaction,4
452,EnvironmentSatisfaction,4
453,EnvironmentSatisfaction,2
454,EnvironmentSatisfaction,4
455,EnvironmentSatisfaction,1
456,EnvironmentSatisfaction,3
457,EnvironmentSatisfaction,2
458,EnvironmentSatisfaction,3
459,EnvironmentSatisfaction,1
460,EnvironmentSatisfaction,1
461,EnvironmentSatisfaction,1
462,EnvironmentSatisfaction,4
463,EnvironmentSatisfaction,3
464,EnvironmentSatisfaction,2
465,EnvironmentSatisfaction,1
466,EnvironmentSatisfaction,2
467,EnvironmentSatisfaction,1
468,EnvironmentSatisfaction,4
469,EnvironmentSatisfaction,4
470,EnvironmentSatisfaction,4
471,EnvironmentSatisfaction,3
472,EnvironmentSatisfaction,2
473,EnvironmentSatisfaction,4
474,EnvironmentSatisfaction,2
475,EnvironmentSatisfaction,1
476,EnvironmentSatisfaction,4
477,EnvironmentSatisfaction,1
478,EnvironmentSatisfaction,2
479,EnvironmentSatisfaction,1
480,EnvironmentSatisfaction,2
481,EnvironmentSatisfaction,2
482,EnvironmentSatisfaction,2
483,EnvironmentSatisfaction,1
484,EnvironmentSatisfaction,1
485,EnvironmentSatisfaction,1
486,EnvironmentSatisfaction,4
487,EnvironmentSatisfaction,4
488,EnvironmentSatisfaction,3
489,EnvironmentSatisfaction,2
490,EnvironmentSatisfaction,3
491,EnvironmentSatisfaction,4
492,EnvironmentSatisfaction,4
493,EnvironmentSatisfaction,1
494,EnvironmentSatisfaction,3
495,EnvironmentSatisfaction,3
496,EnvironmentSatisfaction,3
497,EnvironmentSatisfaction,4
498,EnvironmentSatisfaction,1
499,EnvironmentSatisfaction,3
500,EnvironmentSatisfaction,1
501,EnvironmentSatisfaction,3
502,EnvironmentSatisfaction,4
503,EnvironmentSatisfaction,2
504,EnvironmentSatisfaction,1
505,EnvironmentSatisfaction,3
506,EnvironmentSatisfaction,3
507,EnvironmentSatisfaction,2
508,EnvironmentSatisfaction,2
509,EnvironmentSatisfaction,3
510,EnvironmentSatisfaction,3
511,EnvironmentSatisfaction,2
512,EnvironmentSatisfaction,1
513,EnvironmentSatisfaction,4
514,EnvironmentSatisfaction,1
515,EnvironmentSatisfaction,3
516,EnvironmentSatisfaction,1
517,EnvironmentSatisfaction,4
518,EnvironmentSatisfaction,4
519,EnvironmentSatisfaction,2
520,EnvironmentSatisfaction,2
521,EnvironmentSatisfaction,4
522,EnvironmentSatisfaction,4
523,EnvironmentSatisfaction,4
524,EnvironmentSatisfaction,4
525,EnvironmentSatisfaction,1
526,EnvironmentSatisfaction,4
527,EnvironmentSatisfaction,4
528,EnvironmentSatisfaction,2
529,EnvironmentSatisfaction,2
530,EnvironmentSatisfaction,3
531,EnvironmentSatisfaction,3
532,EnvironmentSatisfaction,4
533,EnvironmentSatisfaction,4
534,EnvironmentSatisfaction,3
535,EnvironmentSatisfaction,2
536,EnvironmentSatisfaction,1
537,EnvironmentSatisfaction,4
538,EnvironmentSatisfaction,4
539,EnvironmentSatisfaction,4
540,EnvironmentSatisfaction,1
541,EnvironmentSatisfaction,1
542,EnvironmentSatisfaction,3
543,EnvironmentSatisfaction,1
544,EnvironmentSatisfaction,4
545,EnvironmentSatisfaction,3
546,EnvironmentSatisfaction,3
547,EnvironmentSatisfaction,3
548,EnvironmentSatisfaction,4
549,EnvironmentSatisfaction,2
550,EnvironmentSatisfaction,2
551,EnvironmentSatisfaction,3
552,EnvironmentSatisfaction,3
553,EnvironmentSatisfaction,4
554,EnvironmentSatisfaction,4
555,EnvironmentSatisfaction,4
556,EnvironmentSatisfaction,4
557,EnvironmentSatisfaction,4
558,EnvironmentSatisfaction,1
559,EnvironmentSatisfaction,4
560,EnvironmentSatisfaction,2
561,EnvironmentSatisfaction,3
562,EnvironmentSatisfaction,4
563,EnvironmentSatisfaction,3
564,EnvironmentSatisfaction,2
565,EnvironmentSatisfaction,1
566,EnvironmentSatisfaction,2
567,EnvironmentSatisfaction,4
568,EnvironmentSatisfaction,4
569,EnvironmentSatisfaction,1
570,EnvironmentSatisfaction,4
571,EnvironmentSatisfaction,1
572,EnvironmentSatisfaction,2
573,EnvironmentSatisfaction,4
574,EnvironmentSatisfaction,2
575,EnvironmentSatisfaction,4
576,EnvironmentSatisfaction,3
577,EnvironmentSatisfaction,4
578,EnvironmentSatisfaction,1
579,EnvironmentSatisfaction,3
580,EnvironmentSatisfaction,1
581,EnvironmentSatisfaction,4
582,EnvironmentSatisfaction,3
583,EnvironmentSatisfaction,3
584,EnvironmentSatisfaction,2
585,EnvironmentSatisfaction,3
586,EnvironmentSatisfaction,3
587,EnvironmentSatisfaction,4
588,EnvironmentSatisfaction,3
589,EnvironmentSatisfaction,2
590,EnvironmentSatisfaction,3
591,EnvironmentSatisfaction,1
592,EnvironmentSatisfaction,3
593,EnvironmentSatisfaction,3
594,EnvironmentSatisfaction,3
595,EnvironmentSatisfaction,4
596,EnvironmentSatisfaction,4
597,EnvironmentSatisfaction,4
598,EnvironmentSatisfaction,3
599,EnvironmentSatisfaction,3
600,EnvironmentSatisfaction,3
601,EnvironmentSatisfaction,1
602,EnvironmentSatisfaction,3
603,EnvironmentSatisfaction,2
604,EnvironmentSatisfaction,2
605,EnvironmentSatisfaction,1
606,EnvironmentSatisfaction,3
607,EnvironmentSatisfaction,3
608,EnvironmentSatisfaction,3
609,EnvironmentSatisfaction,2
610,EnvironmentSatisfaction,3
611,EnvironmentSatisfaction,3
612,EnvironmentSatisfaction,2
613,EnvironmentSatisfaction,3
614,EnvironmentSatisfaction,3
615,EnvironmentSatisfaction,4
616,EnvironmentSatisfaction,1
617,EnvironmentSatisfaction,4
618,EnvironmentSatisfaction,1
619,EnvironmentSatisfaction,1
620,EnvironmentSatisfaction,3
621,EnvironmentSatisfaction,2
622,EnvironmentSatisfaction,2
623,EnvironmentSatisfaction,2
624,EnvironmentSatisfaction,1
625,EnvironmentSatisfaction,4
626,EnvironmentSatisfaction,3
627,EnvironmentSatisfaction,3
628,EnvironmentSatisfaction,4
629,EnvironmentSatisfaction,2
630,EnvironmentSatisfaction,4
631,EnvironmentSatisfaction,1
632,EnvironmentSatisfaction,2
633,EnvironmentSatisfaction,1
634,EnvironmentSatisfaction,3
635,EnvironmentSatisfaction,4
636,EnvironmentSatisfaction,4
637,EnvironmentSatisfaction,4
638,EnvironmentSatisfaction,3
639,EnvironmentSatisfaction,3
640,EnvironmentSatisfaction,1
641,EnvironmentSatisfaction,2
642,EnvironmentSatisfaction,2
643,EnvironmentSatisfaction,3
644,EnvironmentSatisfaction,4
645,EnvironmentSatisfaction,2
646,EnvironmentSatisfaction,1
647,EnvironmentSatisfaction,4
648,EnvironmentSatisfaction,3
649,EnvironmentSatisfaction,4
650,EnvironmentSatisfaction,4
651,EnvironmentSatisfaction,3
652,EnvironmentSatisfaction,1
653,EnvironmentSatisfaction,1
654,EnvironmentSatisfaction,4
655,EnvironmentSatisfaction,4
656,EnvironmentSatisfaction,1
657,EnvironmentSatisfaction,1
658,EnvironmentSatisfaction,2
659,EnvironmentSatisfaction,1
660,EnvironmentSatisfaction,4
661,EnvironmentSatisfaction,1
662,EnvironmentSatisfaction,3
663,EnvironmentSatisfaction,4
664,EnvironmentSatisfaction,3
665,EnvironmentSatisfaction,4
666,EnvironmentSatisfaction,2
667,EnvironmentSatisfaction,2
668,EnvironmentSatisfaction,3
669,EnvironmentSatisfaction,4
670,EnvironmentSatisfaction,2
671,EnvironmentSatisfaction,2
672,EnvironmentSatisfaction,3
673,EnvironmentSatisfaction,3
674,EnvironmentSatisfaction,3
675,EnvironmentSatisfaction,2
676,EnvironmentSatisfaction,4
677,EnvironmentSatisfaction,1
678,EnvironmentSatisfaction,4
679,EnvironmentSatisfaction,4
680,EnvironmentSatisfaction,2
681,EnvironmentSatisfaction,4
682,EnvironmentSatisfaction,3
683,EnvironmentSatisfaction,3
684,EnvironmentSatisfaction,1
685,EnvironmentSatisfaction,3
686,EnvironmentSatisfaction,4
687,EnvironmentSatisfaction,3
688,EnvironmentSatisfaction,4
689,EnvironmentSatisfaction,1
690,EnvironmentSatisfaction,4
691,EnvironmentSatisfaction,4
692,EnvironmentSatisfaction,3
693,EnvironmentSatisfaction,3
694,EnvironmentSatisfaction,2
695,EnvironmentSatisfaction,1
696,EnvironmentSatisfaction,3
697,EnvironmentSatisfaction,3
698,EnvironmentSatisfaction,3
699,EnvironmentSatisfaction,4
700,EnvironmentSatisfaction,4
701,EnvironmentSatisfaction,3
702,EnvironmentSatisfaction,3
703,EnvironmentSatisfaction,3
704,EnvironmentSatisfaction,4
705,EnvironmentSatisfaction,1
706,EnvironmentSatisfaction,2
707,EnvironmentSatisfaction,3
708,EnvironmentSatisfaction,1
709,EnvironmentSatisfaction,3
710,EnvironmentSatisfaction,4
711,EnvironmentSatisfaction,4
712,EnvironmentSatisfaction,2
713,EnvironmentSatisfaction,4
714,EnvironmentSatisfaction,4
715,EnvironmentSatisfaction,3
716,EnvironmentSatisfaction,1
717,EnvironmentSatisfaction,3
718,EnvironmentSatisfaction,4
719,EnvironmentSatisfaction,4
720,EnvironmentSatisfaction,1
721,EnvironmentSatisfaction,4
722,EnvironmentSatisfaction,3
723,EnvironmentSatisfaction,4
724,EnvironmentSatisfaction,4
725,EnvironmentSatisfaction,3
726,EnvironmentSatisfaction,3
727,EnvironmentSatisfaction,2
728,EnvironmentSatisfaction,3
729,EnvironmentSatisfaction,3
730,EnvironmentSatisfaction,2
731,EnvironmentSatisfaction,4
732,EnvironmentSatisfaction,2
733,EnvironmentSatisfaction,4
734,EnvironmentSatisfaction,2
735,EnvironmentSatisfaction,1
736,EnvironmentSatisfaction,3
737,EnvironmentSatisfaction,4
738,EnvironmentSatisfaction,4
739,EnvironmentSatisfaction,1
740,EnvironmentSatisfaction,2
741,EnvironmentSatisfaction,4
742,EnvironmentSatisfaction,1
743,EnvironmentSatisfaction,3
744,EnvironmentSatisfaction,1
745,EnvironmentSatisfaction,3
746,EnvironmentSatisfaction,2
747,EnvironmentSatisfaction,2
748,EnvironmentSatisfaction,2
749,EnvironmentSatisfaction,1
750,EnvironmentSatisfaction,4
751,EnvironmentSatisfaction,4
752,EnvironmentSatisfaction,3
753,EnvironmentSatisfaction,4
754,EnvironmentSatisfaction,2
755,EnvironmentSatisfaction,4
756,EnvironmentSatisfaction,4
757,EnvironmentSatisfaction,2
758,EnvironmentSatisfaction,2
759,EnvironmentSatisfaction,2
760,EnvironmentSatisfaction,3
761,EnvironmentSatisfaction,1
762,EnvironmentSatisfaction,1
763,EnvironmentSatisfaction,3
764,EnvironmentSatisfaction,4
765,EnvironmentSatisfaction,3
766,EnvironmentSatisfaction,2
767,EnvironmentSatisfaction,4
768,EnvironmentSatisfaction,3
769,EnvironmentSatisfaction,1
770,EnvironmentSatisfaction,4
771,EnvironmentSatisfaction,3
772,EnvironmentSatisfaction,1
773,EnvironmentSatisfaction,4
774,EnvironmentSatisfaction,3
775,EnvironmentSatisfaction,3
776,EnvironmentSatisfaction,4
777,EnvironmentSatisfaction,3
778,EnvironmentSatisfaction,4
779,EnvironmentSatisfaction,1
780,EnvironmentSatisfaction,2
781,EnvironmentSatisfaction,1
782,EnvironmentSatisfaction,3
783,EnvironmentSatisfaction,2
784,EnvironmentSatisfaction,3
785,EnvironmentSatisfaction,1
786,EnvironmentSatisfaction,1
787,EnvironmentSatisfaction,4
788,EnvironmentSatisfaction,3
789,EnvironmentSatisfaction,2
790,EnvironmentSatisfaction,4
791,EnvironmentSatisfaction,4
792,EnvironmentSatisfaction,1
793,EnvironmentSatisfaction,1
794,EnvironmentSatisfaction,1
795,EnvironmentSatisfaction,4
796,EnvironmentSatisfaction,4
797,EnvironmentSatisfaction,1
798,EnvironmentSatisfaction,1
799,EnvironmentSatisfaction,4
800,EnvironmentSatisfaction,1
801,EnvironmentSatisfaction,4
802,EnvironmentSatisfaction,4
803,EnvironmentSatisfaction,3
804,EnvironmentSatisfaction,1
805,EnvironmentSatisfaction,2
806,EnvironmentSatisfaction,2
807,EnvironmentSatisfaction,3
808,EnvironmentSatisfaction,3
809,EnvironmentSatisfaction,4
810,EnvironmentSatisfaction,1
811,EnvironmentSatisfaction,4
812,EnvironmentSatisfaction,3
813,EnvironmentSatisfaction,1
814,EnvironmentSatisfaction,3
815,EnvironmentSatisfaction,4
816,EnvironmentSatisfaction,3
817,EnvironmentSatisfaction,1
818,EnvironmentSatisfaction,3
819,EnvironmentSatisfaction,1
820,EnvironmentSatisfaction,4
821,EnvironmentSatisfaction,4
